,description,label
5005,"Invest and earn with Coinbloc.us.  Guaranteed Weekly ROI, early signals, fast withdrawals among others.  I recommend Coinbloc.us  as one of the best cryptocurrency investment and mining  platforms. They’ve proven themselves to be the Best out there. Easy to use and great customer service and  support. You get to experience the advance knowledge of investment. Don’t fall for any Telegram or instagram scam.",1
5006,"Invest and earn with Coinbloc.us.  Guaranteed Weekly ROI, early signals, fast withdrawals among others.  I recommend Coinbloc.us  as one of the best cryptocurrency investment and mining  platforms. They’ve proven themselves to be the Best out there. Easy to use and great customer service and  support. You get to experience the advance knowledge of investment. Don’t fall for any Telegram or instagram scam.",1
5007,"Invest and earn with Coinbloc.us.  Guaranteed Weekly ROI, early signals, fast withdrawals among others.  I recommend Coinbloc.us  as one of the best cryptocurrency investment and mining  platforms. They’ve proven themselves to be the Best out there. Easy to use and great customer service and  support. You get to experience the advance knowledge of investment. Don’t fall for any Telegram or instagram scam.",1
5008,"Invest and earn with Coinbloc.us.  Guaranteed Weekly ROI, early signals, fast withdrawals among others.  I recommend Coinbloc.us  as one of the best cryptocurrency investment and mining  platforms. They’ve proven themselves to be the Best out there. Easy to use and great customer service and  support. You get to experience the advance knowledge of investment. Don’t fall for any Telegram or instagram scam.",1
5009,"Invest and earn with Coinbloc.us.  Guaranteed Weekly ROI, early signals, fast withdrawals among others.  I recommend Coinbloc.us  as one of the best cryptocurrency investment and mining  platforms. They’ve proven themselves to be the Best out there. Easy to use and great customer service and  support. You get to experience the advance knowledge of investment. Don’t fall for any Telegram or instagram scam.",1
5010,"Invest and earn with Coinbloc.us.  Guaranteed Weekly ROI, early signals, fast withdrawals among others.  I recommend Coinbloc.us  as one of the best cryptocurrency investment and mining  platforms. They’ve proven themselves to be the Best out there. Easy to use and great customer service and  support. You get to experience the advance knowledge of investment. Don’t fall for any Telegram or instagram scam.",1
5011,"Invest and earn with Coinbloc.us.  Guaranteed Weekly ROI, early signals, fast withdrawals among others.  I recommend Coinbloc.us  as one of the best cryptocurrency investment and mining  platforms. They’ve proven themselves to be the Best out there. Easy to use and great customer service and  support. You get to experience the advance knowledge of investment. Don’t fall for any Telegram or instagram scam.",1
5012,"Invest and earn with Coinbloc.us.  Guaranteed Weekly ROI, early signals, fast withdrawals among others.  I recommend Coinbloc.us  as one of the best cryptocurrency investment and mining  platforms. They’ve proven themselves to be the Best out there. Easy to use and great customer service and  support. You get to experience the advance knowledge of investment. Don’t fall for any Telegram or instagram scam.",1
5013,"Invest and earn with Coinbloc.us.  Guaranteed Weekly ROI, early signals, fast withdrawals among others.  I recommend Coinbloc.us  as one of the best cryptocurrency investment and mining  platforms. They’ve proven themselves to be the Best out there. Easy to use and great customer service and  support. You get to experience the advance knowledge of investment. Don’t fall for any Telegram or instagram scam.",1
5014,"Invest and earn with Coinbloc.us.  Guaranteed Weekly ROI, early signals, fast withdrawals among others.  I recommend Coinbloc.us  as one of the best cryptocurrency investment and mining  platforms. They’ve proven themselves to be the Best out there. Easy to use and great customer service and  support. You get to experience the advance knowledge of investment. Don’t fall for any Telegram or instagram scam.",1
5015,"Get in touch with Summitrecoup com if you want to recover your scammed funds or get some legal counsel on how to go about it. They’re the Best and Most legit team out there. I saw their reviews and reached out, got back all my funds with roi and paid after the recovery. Superb I Must say!",0
5016,"Invest and earn with Coinbloc.us.  Guaranteed Weekly ROI, early signals, fast withdrawals among others.  I recommend Coinbloc.us  as one of the best cryptocurrency investment and mining  platforms. They’ve proven themselves to be the Best out there. Easy to use and great customer service and  support. You get to experience the advance knowledge of investment. Don’t fall for any Telegram or instagram scam.",1
5017,"Get in touch with Summitrecoup com if you want to recover your scammed funds or get some legal counsel on how to go about it. They’re the Best and Most legit team out there. I saw their reviews and reached out, got back all my funds with roi and paid after the recovery. Superb I Must say!",0
5019,"Invest and earn with Coinbloc.us.  Guaranteed Weekly ROI, early signals, fast withdrawals among others.  I recommend Coinbloc.us  as one of the best cryptocurrency investment and mining  platforms. They’ve proven themselves to be the Best out there. Easy to use and great customer service and  support. You get to experience the advance knowledge of investment. Don’t fall for any Telegram or instagram scam.",1
5020,"Invest and earn with Coinbloc.us.  Guaranteed Weekly ROI, early signals, fast withdrawals among others.  I recommend Coinbloc.us  as one of the best cryptocurrency investment and mining  platforms. They’ve proven themselves to be the Best out there. Easy to use and great customer service and  support. You get to experience the advance knowledge of investment. Don’t fall for any Telegram or instagram scam.",1
5021,"Get in touch with Summitrecoup com if you want to recover your scammed funds or get some legal counsel on how to go about it. They’re the Best and Most legit team out there. I saw their reviews and reached out, got back all my funds with roi and paid after the recovery. Superb I Must say!",0
5022,"Invest and earn with Coinbloc.us.  Guaranteed Weekly ROI, early signals, fast withdrawals among others.  I recommend Coinbloc.us  as one of the best cryptocurrency investment and mining  platforms. They’ve proven themselves to be the Best out there. Easy to use and great customer service and  support. You get to experience the advance knowledge of investment. Don’t fall for any Telegram or instagram scam.",1
5023,"Invest and earn with Coinbloc.us.  Guaranteed Weekly ROI, early signals, fast withdrawals among others.  I recommend Coinbloc.us  as one of the best cryptocurrency investment and mining  platforms. They’ve proven themselves to be the Best out there. Easy to use and great customer service and  support. You get to experience the advance knowledge of investment. Don’t fall for any Telegram or instagram scam.",1
5024,"Get in touch with Summitrecoup com if you want to recover your scammed funds or get some legal counsel on how to go about it. They’re the Best and Most legit team out there. I saw their reviews and reached out, got back all my funds with roi and paid after the recovery. Superb I Must say!",0
5025,"Invest and earn with Coinbloc.us.  Guaranteed Weekly ROI, early signals, fast withdrawals among others.  I recommend Coinbloc.us  as one of the best cryptocurrency investment and mining  platforms. They’ve proven themselves to be the Best out there. Easy to use and great customer service and  support. You get to experience the advance knowledge of investment. Don’t fall for any Telegram or instagram scam.",1
5026,"Invest and earn with Coinbloc.us.  Guaranteed Weekly ROI, early signals, fast withdrawals among others.  I recommend Coinbloc.us  as one of the best cryptocurrency investment and mining  platforms. They’ve proven themselves to be the Best out there. Easy to use and great customer service and  support. You get to experience the advance knowledge of investment. Don’t fall for any Telegram or instagram scam.",1
5027,"Invest and earn with Coinbloc.us.  Guaranteed Weekly ROI, early signals, fast withdrawals among others.  I recommend Coinbloc.us  as one of the best cryptocurrency investment and mining  platforms. They’ve proven themselves to be the Best out there. Easy to use and great customer service and  support. You get to experience the advance knowledge of investment. Don’t fall for any Telegram or instagram scam.",1
5028,"Get in touch with Summitrecoup com if you want to recover your scammed funds or get some legal counsel on how to go about it. They’re the Best and Most legit team out there. I saw their reviews and reached out, got back all my funds with roi and paid after the recovery. Superb I Must say!",0
5029,"Get in touch with Summitrecoup com if you want to recover your scammed funds or get some legal counsel on how to go about it. They’re the Best and Most legit team out there. I saw their reviews and reached out, got back all my funds with roi and paid after the recovery. Superb I Must say!",0
5030,"Invest and earn with Coinbloc.us.  Guaranteed Weekly ROI, early signals, fast withdrawals among others.  I recommend Coinbloc.us  as one of the best cryptocurrency investment and mining  platforms. They’ve proven themselves to be the Best out there. Easy to use and great customer service and  support. You get to experience the advance knowledge of investment. Don’t fall for any Telegram or instagram scam.",1
5031,"Invest and earn with Coinbloc.us.  Guaranteed Weekly ROI, early signals, fast withdrawals among others.  I recommend Coinbloc.us  as one of the best cryptocurrency investment and mining  platforms. They’ve proven themselves to be the Best out there. Easy to use and great customer service and  support. You get to experience the advance knowledge of investment. Don’t fall for any Telegram or instagram scam.",1
5032,"Get in touch with Summitrecoup com if you want to recover your scammed funds or get some legal counsel on how to go about it. They’re the Best and Most legit team out there. I saw their reviews and reached out, got back all my funds with roi and paid after the recovery. Superb I Must say!",0
5033,"Get in touch with Summitrecoup com if you want to recover your scammed funds or get some legal counsel on how to go about it. They’re the Best and Most legit team out there. I saw their reviews and reached out, got back all my funds with roi and paid after the recovery. Superb I Must say!",0
5034,"Get in touch with Summitrecoup com if you want to recover your scammed funds or get some legal counsel on how to go about it. They’re the Best and Most legit team out there. I saw their reviews and reached out, got back all my funds with roi and paid after the recovery. Superb I Must say!",0
5035,"Get in touch with Summitrecoup com if you want to recover your scammed funds or get some legal counsel on how to go about it. They’re the Best and Most legit team out there. I saw their reviews and reached out, got back all my funds with roi and paid after the recovery. Superb I Must say!",0
5036,"Invest and earn with Coinbloc.us.  Guaranteed Weekly ROI, early signals, fast withdrawals among others.  I recommend Coinbloc.us  as one of the best cryptocurrency investment and mining  platforms. They’ve proven themselves to be the Best out there. Easy to use and great customer service and  support. You get to experience the advance knowledge of investment. Don’t fall for any Telegram or instagram scam.",1
5037,"Invest and earn with Coinbloc.us.  Guaranteed Weekly ROI, early signals, fast withdrawals among others.  I recommend Coinbloc.us  as one of the best cryptocurrency investment and mining  platforms. They’ve proven themselves to be the Best out there. Easy to use and great customer service and  support. You get to experience the advance knowledge of investment. Don’t fall for any Telegram or instagram scam.",1
5038,"Invest and earn with Coinbloc.us.  Guaranteed Weekly ROI, early signals, fast withdrawals among others.  I recommend Coinbloc.us  as one of the best cryptocurrency investment and mining  platforms. They’ve proven themselves to be the Best out there. Easy to use and great customer service and  support. You get to experience the advance knowledge of investment. Don’t fall for any Telegram or instagram scam.",1
5039,"Invest and earn with Coinbloc.us.  Guaranteed Weekly ROI, early signals, fast withdrawals among others.  I recommend Coinbloc.us  as one of the best cryptocurrency investment and mining  platforms. They’ve proven themselves to be the Best out there. Easy to use and great customer service and  support. You get to experience the advance knowledge of investment. Don’t fall for any Telegram or instagram scam.",1
5040,"Invest and earn with Coinbloc.us.  Guaranteed Weekly ROI, early signals, fast withdrawals among others.  I recommend Coinbloc.us  as one of the best cryptocurrency investment and mining  platforms. They’ve proven themselves to be the Best out there. Easy to use and great customer service and  support. You get to experience the advance knowledge of investment. Don’t fall for any Telegram or instagram scam.",1
5041,"Invest and earn with Coinbloc.us.  Guaranteed Weekly ROI, early signals, fast withdrawals among others.  I recommend Coinbloc.us  as one of the best cryptocurrency investment and mining  platforms. They’ve proven themselves to be the Best out there. Easy to use and great customer service and  support. You get to experience the advance knowledge of investment. Don’t fall for any Telegram or instagram scam.",1
5042,"Get in touch with Summitrecoup com if you want to recover your scammed funds or get some legal counsel on how to go about it. They’re the Best and Most legit team out there. I saw their reviews and reached out, got back all my funds with roi and paid after the recovery. Superb I Must say!",0
5043,Told me they had an old password of mine; said they obtained access to my display and web cam and if I didn’t send them x amount of money they would send some video to all my contacts.,1
5045,"Sadly, there are some bad news that you are about to hear.
About few months ago I have gained a full access to all devices used by you for internet browsing.
Shortly after, I started recording all internet activities done by you.

Below is the sequence of events of how that happened: 
Earlier I purchased from hackers a unique access to diversified email accounts (at the moment, it is really easy to do using internet).
As you can see, I managed to log in to your email account without breaking a sweat: (XXX@XXXX.com).

However, don't worry, there is still a way to resolve this:
You need to carry out a $1190 USD transfer to my wallet (equivalent amount in bitcoins depending on exchange rate at the moment of funds transfer), hence upon receiving the transaction, I will proceed with deleting all the filthy videos with you in main role.
Afterwards, we can forget about this unpleasant accident. Furthermore, I guarantee that all the malicious software will also be erased from your devices and accounts. 
Mark my words, I never lie.

That is a great bargain with a low price, I assure you, because I have spent a lot of effort while recording and tracking down all your activities and dirty deeds during a long period of time.
In case if you have no idea how to buy and transfer bitcoins - feel free to check the related info on the internet.

Here is my bitcoin wallet for your reference: 1EKdS2BjXd8BzYtsu8U9nQmpcygCjGCjZx

From now on, you have only 48 hours and countdown has started once you opened this very email (in other words, 2 days).

The following list contains things you should definitely abstain from doing or even attempting:",1
5046,"All your data is a backed up. You must pay 0.043 BTC to 1Kz6v4B5CawcnL8jrUvHsvzQv5Yq4fbsSv 48 hours for recover it. After 48 hours expiration we will leaked and exposed all your data. In case of refusal to pay, we will contact the General Data Protection Regulation, GDPR and notify them that you store user data in an open form and is not safe. Under the rules of the law, you face a heavy fine or arrest and your base dump will be dropped from our server! You can buy bitcoin here, does not take much time to buy https://localbitcoins.com or https://buy.moonpay.io/ After paying write to me in the mail with your DB IP: recmydb+1rvgl@onionmail.org and/or mariadb@mailnesia.com and you will receive a link to download your database dump.",0
5047,"I was scammed $54,000 worth of Bitcoin in Binary option, good thing I got every penny back through the help of a United States crypto recovery expert agency.  Visit: (www.cryptoregister.us)
Please if you are a victim of online scam quickly contact them to recover all your lost money easily.",0
5048,"I was scammed $54,000 worth of Bitcoin in Binary option, good thing I got every penny back through the help of a United States crypto recovery expert agency.  Visit: (www.cryptoregister.us)
Please if you are a victim of online scam quickly contact them to recover all your lost money easily.",0
5049,"I was scammed $54,000 worth of Bitcoin in Binary option, good thing I got every penny back through the help of a United States crypto recovery expert agency.  Visit: (www.cryptoregister.us)
Please if you are a victim of online scam quickly contact them to recover all your lost money easily.",0
5050,"I was scammed $54,000 worth of Bitcoin in Binary option, good thing I got every penny back through the help of a United States crypto recovery expert agency.  Visit: (www.cryptoregister.us)
Please if you are a victim of online scam quickly contact them to recover all your lost money easily.",0
5051,"I was scammed $54,000 worth of Bitcoin in Binary option, good thing I got every penny back through the help of a United States crypto recovery expert agency.  Visit: (www.cryptoregister.us)
Please if you are a victim of online scam quickly contact them to recover all your lost money easily.",0
5053,"I was scammed $54,000 worth of Bitcoin in Binary option, good thing I got every penny back through the help of a United States crypto recovery expert agency.  Visit: (www.cryptoregister.us)
Please if you are a victim of online scam quickly contact them to recover all your lost money easily.",0
5054,Bad scam try work deserves recommendation... you lost over 50003 BTC on Instagram bitcoin scam.. Right about 20555 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.www.report-scam-fucken-idiot.fraudcenter.com I was able to get all my money back in less than 480000 hours.. Contact www.report-scam-fucken-idiot.fraudcenter.com to recover all your stolen bitcoins free of charge,0
5055,"I was scammed by cityinvestgp, I got a message from a trader on my Instagram and told me about how high their profit after investing was, I decided to invest in the online trade but they kept asking for more money including withdrawal fee and it was until then I realized I was being scammed. I couldn't let go because I invested my savings as at that time. I had to make a research on how I could recover my funds from them and I came across the website REMOTESPYTECH  (@) GMAIL COM after so many searches. I read several good reviews about the website from various scam victims they have helped and I decided to contact the website admin for help.
I was opportune to get my money back from the scam brokers through the help of the website recovery professional, they recovered my investments for me with all the profits I was entitled to within two weeks of contacting them. You can write REMOTESPYTECH  (@) gmailcom  for help too if you a victim of any kind of scam

They are experts at dealing with online scam and assisting victims in receiving reimbursement, tracking down digital fingerprints, cyber analysis and thorough investigation.

They offer other services such as 

Phone cloning ( catching, monitoring and tracking a suspected cheating spouse )

Website hack 

Boost of credit scores

Clearing of criminal records 

Fixes bad debts etc 

Contact them now!!!

REMOTESPYTECH (@) GMAIL, COM",0
5056,"There is an overdue payment under your name. Please, settle your debts ASAP.
Sadly, there are some bad news that you are about to hear.
About few months ago I have gained a full access to all devices used by you for internet browsing.
Shortly after, I started recording all internet activities done by you.",1
5057,This is a cryptocurrency giveaway scam,1
5058,This is a cryptocurrency giveaway scam,1
5059,This is a cryptocurrency giveaway scam,1
5062,I don't know who is acount owner but his blackmailing me please help me to block his account in Bitcoin please sir he he have my nude pictures,1
5063,"Usual claims to got access to camera, microphone, and stuff, have video of visiting an adult website and threatening to publish it. Blackmail to pay $1290 worth of BTC. Envelope address is faked.
Received-SPF: None (mailfrom) identity=mailfrom; client-ip=201.76.67.218; helo=c94c43da.virtua.com.br;   envelope-from=ca****a@veryzon.net; receiver=<UNKNOWN>",1
5065,"Long email claiming to have placed a Trojan virus on my devices, gained access to my email and recorded me watching pornography. Scammer said they would compile a video and send to all friends, family and colleagues unless payment was made.",1
5067,"Hi, First of all thank you soo much for helping me out. the professional scammers on the internet genuinely asked me to join the course that will make me profit from every trade and it was working for 12 to 15 hours until this morning i tried to open the website but it was down due to some unknown reasons and i deposited an amount $7200 and mike miller did me wrong here, shut down his web and he's gone i need it cause its all my savings in 3 years thanks a lot",1
5069,"I've received an email from an unknown person sent from an account of mine where they claim to have gained full access to my laptop/device, email account, email correspondence/ other messengers and contact details via a Troijan Virus that they have implanted and that they have been watching me for several months. They demand I pay them $1519 in Bitcoin and that I have 2 days to pay or they will release a video of me with sensitive information. They also say they will receive an automatic notice when I open the email which will start their timer.",1
5070,Typical fake troyan warning,1
5071,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5072,"However, don't worry, there is still a way to resolve this:
You need to carry out a $1190 USD transfer to my wallet (equivalent amount in bitcoins depending on exchange rate at the moment of funds transfer), 
hence upon receiving the transaction, I will proceed with deleting all the filthy videos with you in main role.
Afterwards, we can forget about this unpleasant accident. Furthermore, I guarantee that all the malicious software will also be erased from your devices and accounts. 
Mark my words, I never lie",1
5073,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5074,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5075,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5076,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5077,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5078,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5079,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5080,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5081,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5082,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5083,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5084,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5085,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5086,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5087,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5088,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5089,scam for money to keep from getting sensitive data,1
5090,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5091,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5092,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5093,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5094,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5095,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5096,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5097,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5098,This is a cryptocurrency giveaway scam,1
5099,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5100,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5101,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5102,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5103,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5104,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5105,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5106,This is a cryptocurrency giveaway scam,1
5107,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5108,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5109,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5110,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5112,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5113,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5114,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
